"detritus_so",8.68122080068472
"detritus_d",17.7888251036786
"x_detritus_s1",0.278466784619938
"x_detritus_s2",3.99184154850191
"x_detritus_s3",4.9462085290034
"x_detritus_d1",3.69030278401548
"x_detritus_d2",55.941083092949
"x_detritus_d3",20.2109449093798
"xR_detritus_s1",30.7221111491774
"xR_detritus_s2",2143.66877763898
"xR_detritus_s3",1028.41963223902
"xR_detritus_d1",315.663754795052
"xR_detritus_d2",28886.5321268826
"xR_detritus_d3",5756.19419830411
"discard_o",0.0154577264024326
"corpse_s1",0.00680604225957621
"corpse_s2",0.0852962768222529
"corpse_s3",0.105368147968165
"corpse_d1",0.0763268355353924
"corpse_d2",0.902877224437891
"corpse_d3",0.329464380071675
"ammonia_so",28.756405656685
"ammonia_d",51.1545895098313
"x_ammonia_s1",0.00414387723898677
"x_ammonia_s2",0.0279082450978163
"x_ammonia_s3",0.033174194743819
"x_ammonia_d1",0.0997399768795939
"x_ammonia_d2",0.276312255123352
"x_ammonia_d3",0.0947512405865139
"nitrate_so",279.648731016963
"nitrate_d",507.380902932652
"x_nitrate_s1",0.000991126570294959
"x_nitrate_s2",0.103059094513604
"x_nitrate_s3",0.137282818926318
"x_nitrate_d1",0.0126147055553766
"x_nitrate_d2",1.87473904217026
"x_nitrate_d3",0.685596636381418
"phyt_so",0.851928170248768
"phyt_d",1.02108213217427
"omni_o",12.3312297098572
"carn_o",18.9561075118797
"benthslar_o",0.0403586181767931
"benths_o",23.4742340022021
"benthclar_o",5.54576757480839e-07
"benthc_o",9.39194531596235
"fishp_o",8.69119931970945
"fishplar_o",1.77042917696242
"fishd_o",3.88893847269931
"fishdlar_o",2.84582139293827e-06
"fishm_o",28.2288859743259
"bird_o",0.0120694341704759
"detritus_si",0.950077748378761
"ammonia_si",2.9959688850775
"nitrate_si",15.1806728218967
"phyt_si",0.218528914085807
"benthslar_i",0.000769970669486588
"benthclar_i",1.04433591289593e-08
"benths_i",3.13764171338711
"benthc_i",0.959835374880008
"discard_i",0.00102975446155624
"omni_i",0.350862989438695
"carn_i",0.470913181205056
"fishplar_i",0.0437565375188718
"fishdlar_i",7.10637088230481e-08
"fishp_i",0.347386458585978
"fishm_i",0.303011319214395
"fishd_i",0.373592111178212
"bird_i",5.76150219469879e-05
"seal_o",0.0577312773862665
"seal_i",0.000424628895735346
"ceta_o",0.0983086065181486
"ceta_i",0.00024776752754175
"corpse_s0",0.0264116875038086
"corpse_d0",0.0560912969726462
"kelpC",530.149215625357
"kelpN",74.6138864024934
"kelpdebris",7.60769205298078
